M1_atom_number,Temp,CH4_flow,O2_flow,CH4_conv
0,900,2.3,0.8,30.71
0,900,3.4,1.1,30.88
0,900,4.5,1.5,30.98
0,900,2.4,0.6,26.29
0,900,3.6,0.9,25.07
0,900,4.8,1.2,23.86
0,900,2.6,0.4,19.71
0,900,3.9,0.6,15.83
0,900,5.1,0.9,16.86
0,850,5.7,2.8,27.64
0,850,8.5,4.3,25.9
0,850,11.3,5.7,27.17
0,850,6.4,2.1,18.95
0,850,9.6,3.2,17.65
0,850,12.8,4.3,20.33
0,850,6.8,1.7,17.31
0,850,10.2,2.6,12.95
0,850,13.6,3.4,13.68
0,850,7.3,1.2,8.83
0,850,10.9,1.8,12.76
0,850,14.6,2.4,12.43
0,850,4.0,2.0,27.11
0,850,6.0,3.0,27.52
0,850,8.0,4.0,28.92
0,850,4.5,1.5,18.43
0,850,6.8,2.3,19.31
0,850,9.0,3.0,19.95
0,850,4.8,1.2,14.69
0,850,7.2,1.8,13.83
0,850,9.6,2.4,14.34
0,850,5.1,0.9,9.01
0,850,7.7,1.3,12.02
0,850,10.3,1.7,9.41
0,850,2.0,1.0,28.57
0,850,3.0,1.5,30.38
0,850,4.0,2.0,29.68
0,850,2.3,0.8,20.64
0,850,3.4,1.1,21.32
0,850,4.5,1.5,20.38
0,850,2.4,0.6,16.55
0,850,3.6,0.9,15.44
0,850,4.8,1.2,16.14
0,850,2.6,0.4,11.23
0,850,3.9,0.6,12.67
0,850,5.1,0.9,11.1
0,800,5.7,2.8,31.27
0,800,8.5,4.3,27.89
0,800,11.3,5.7,28.26
0,800,6.4,2.1,21.4
0,800,9.6,3.2,20.06
0,800,12.8,4.3,20.35
0,800,6.8,1.7,16.61
0,800,10.2,2.6,16.35
0,800,13.6,3.4,15.49
0,800,7.3,1.2,9.3
0,800,10.9,1.8,6.96
0,800,14.6,2.4,11.78
0,800,4.0,2.0,27.4
0,800,6.0,3.0,27.36
0,800,8.0,4.0,27.67
0,800,4.5,1.5,18.79
0,800,6.8,2.3,19.68
0,800,9.0,3.0,20.19
0,800,4.8,1.2,15.29
0,800,7.2,1.8,13.86
0,800,9.6,2.4,14.6
0,800,5.1,0.9,8.92
0,800,7.7,1.3,9.25
0,800,10.3,1.7,8.91
0,800,2.0,1.0,29.25
0,800,3.0,1.5,28.09
0,800,4.0,2.0,26.43
0,800,2.3,0.8,18.34
0,800,3.4,1.1,17.9
0,800,4.5,1.5,19.88
0,800,2.4,0.6,14.5
0,800,3.6,0.9,15.09
0,800,4.8,1.2,17.29
0,800,2.6,0.4,9.81
0,800,3.9,0.6,10.7
0,800,5.1,0.9,11.76
0,775,5.7,2.8,28.68
0,775,8.5,4.3,26.5
0,775,11.3,5.7,26.87
0,775,6.4,2.1,20.17
0,775,9.6,3.2,18.8
0,775,12.8,4.3,20.18
0,775,6.8,1.7,15.41
0,775,10.2,2.6,15.01
0,775,13.6,3.4,14.83
0,775,7.3,1.2,9.95
0,775,10.9,1.8,6.93
0,775,14.6,2.4,7.14
0,775,4.0,2.0,27.48
0,775,6.0,3.0,27.74
0,775,8.0,4.0,28.12
0,775,4.5,1.5,20.61
0,775,6.8,2.3,18.71
0,775,9.0,3.0,20.28
0,775,4.8,1.2,13.58
0,775,7.2,1.8,13.31
0,775,9.6,2.4,12.96
0,775,5.1,0.9,7.31
0,775,7.7,1.3,7.44
0,775,10.3,1.7,9.05
0,775,2.0,1.0,25.48
0,775,3.0,1.5,23.86
0,775,4.0,2.0,19.09
0,775,2.3,0.8,18.42
0,775,3.4,1.1,16.4
0,775,4.5,1.5,11.07
0,775,2.4,0.6,17.84
0,775,3.6,0.9,15.05
0,775,4.8,1.2,13.1
0,775,2.6,0.4,11.65
0,775,3.9,0.6,10.82
0,775,5.1,0.9,9.65
0,750,5.7,2.8,28.21
0,750,8.5,4.3,26.59
0,750,11.3,5.7,27.55
0,750,6.4,2.1,20.64
0,750,9.6,3.2,19.06
0,750,12.8,4.3,21.57
0,750,6.8,1.7,16.81
0,750,10.2,2.6,14.43
0,750,13.6,3.4,12.32
0,750,7.3,1.2,8.35
0,750,10.9,1.8,7.43
0,750,14.6,2.4,7.3
0,750,4.0,2.0,25.93
0,750,6.0,3.0,26.76
0,750,8.0,4.0,27.05
0,750,4.5,1.5,17.74
0,750,6.8,2.3,18.92
0,750,9.0,3.0,17.23
0,750,4.8,1.2,13.59
0,750,7.2,1.8,12.92
0,750,9.6,2.4,10.7
0,750,5.1,0.9,8.88
0,750,7.7,1.3,7.28
0,750,10.3,1.7,5.21
0,750,2.0,1.0,17.11
0,750,3.0,1.5,14.09
0,750,4.0,2.0,13.63
0,750,2.3,0.8,12.08
0,750,3.4,1.1,8.62
0,750,4.5,1.5,7.0
0,750,2.4,0.6,15.76
0,750,3.6,0.9,10.21
0,750,4.8,1.2,7.82
0,750,2.6,0.4,10.19
0,750,3.9,0.6,8.29
0,750,5.1,0.9,6.17
0,700,5.7,2.8,26.78
0,700,8.5,4.3,26.12
0,700,11.3,5.7,27.26
0,700,6.4,2.1,16.42
0,700,9.6,3.2,14.4
0,700,12.8,4.3,13.4
0,700,6.8,1.7,12.17
0,700,10.2,2.6,7.24
0,700,13.6,3.4,7.97
0,700,7.3,1.2,6.14
0,700,10.9,1.8,4.74
0,700,14.6,2.4,3.59
0,700,4.0,2.0,20.97
0,700,6.0,3.0,13.15
0,700,8.0,4.0,12.84
0,700,4.5,1.5,9.95
0,700,6.8,2.3,6.08
0,700,9.0,3.0,5.73
0,700,4.8,1.2,6.04
0,700,7.2,1.8,4.21
0,700,9.6,2.4,2.65
0,700,5.1,0.9,4.36
0,700,7.7,1.3,3.33
0,700,10.3,1.7,2.28
0,700,2.0,1.0,9.13
0,700,3.0,1.5,7.72
0,700,4.0,2.0,5.52
0,700,2.3,0.8,5.22
0,700,3.4,1.1,5.19
0,700,4.5,1.5,4.9
0,700,2.4,0.6,6.16
0,700,3.6,0.9,5.5
0,700,4.8,1.2,4.67
0,700,2.6,0.4,6.16
0,700,3.9,0.6,3.85
0,700,5.1,0.9,2.83
0,900,5.7,2.8,30.87
0,900,8.5,4.3,31.87
0,900,11.3,5.7,33.13
0,900,6.4,2.1,21.47
0,900,9.6,3.2,19.71
0,900,12.8,4.3,19.73
0,900,6.8,1.7,14.75
0,900,10.2,2.6,14.36
0,900,13.6,3.4,10.3
0,900,7.3,1.2,15.13
0,900,10.9,1.8,15.03
0,900,14.6,2.4,14.98
0,900,4.0,2.0,33.44
0,900,6.0,3.0,35.03
0,900,8.0,4.0,35.29
0,900,4.5,1.5,23.68
0,900,6.8,2.3,24.34
0,900,9.0,3.0,24.44
0,900,4.8,1.2,16.77
0,900,7.2,1.8,16.25
0,900,9.6,2.4,19.0
0,900,5.1,0.9,12.21
0,900,7.7,1.3,11.76
0,900,10.3,1.7,11.64
0,900,2.0,1.0,41.67
0,900,3.0,1.5,41.71
0,900,4.0,2.0,41.63
0,900,2.3,0.8,31.71
0,900,3.4,1.1,30.88
0,900,4.5,1.5,29.98
0,900,2.4,0.6,25.29
0,900,3.6,0.9,25.07
0,900,4.8,1.2,24.86
0,900,2.6,0.4,18.71
0,900,3.9,0.6,15.83
0,900,5.1,0.9,15.86
0,850,5.7,2.8,31.95
0,850,8.5,4.3,31.95
0,850,11.3,5.7,33.72
0,850,6.4,2.1,22.19
0,850,9.6,3.2,20.25
0,850,12.8,4.3,22.07
0,850,6.8,1.7,16.52
0,850,10.2,2.6,13.26
0,850,13.6,3.4,14.8
0,850,7.3,1.2,16.54
0,850,10.9,1.8,8.97
0,850,14.6,2.4,15.94
0,850,4.0,2.0,34.99
0,850,6.0,3.0,33.18
0,850,8.0,4.0,35.49
0,850,4.5,1.5,23.29
0,850,6.8,2.3,23.23
0,850,9.0,3.0,23.34
0,850,4.8,1.2,16.54
0,850,7.2,1.8,15.97
0,850,9.6,2.4,16.98
0,850,5.1,0.9,10.43
0,850,7.7,1.3,8.89
0,850,10.3,1.7,9.08
0,850,2.0,1.0,38.26
0,850,3.0,1.5,37.4
0,850,4.0,2.0,38.28
0,850,2.3,0.8,25.98
0,850,3.4,1.1,23.24
0,850,4.5,1.5,22.95
0,850,2.4,0.6,18.27
0,850,3.6,0.9,18.02
0,850,4.8,1.2,14.51
0,850,2.6,0.4,9.29
0,850,3.9,0.6,10.32
0,850,5.1,0.9,9.01
0,800,5.7,2.8,31.23
0,800,8.5,4.3,30.71
0,800,11.3,5.7,32.67
0,800,6.4,2.1,19.55
0,800,9.6,3.2,17.43
0,800,12.8,4.3,16.73
0,800,6.8,1.7,14.63
0,800,10.2,2.6,19.77
0,800,13.6,3.4,11.45
0,800,7.3,1.2,14.21
0,800,10.9,1.8,11.76
0,800,14.6,2.4,10.99
0,800,4.0,2.0,32.36
0,800,6.0,3.0,32.4
0,800,8.0,4.0,32.12
0,800,4.5,1.5,22.7
0,800,6.8,2.3,22.05
0,800,9.0,3.0,19.67
0,800,4.8,1.2,15.06
0,800,7.2,1.8,11.61
0,800,9.6,2.4,13.17
0,800,5.1,0.9,11.98
0,800,7.7,1.3,6.43
0,800,10.3,1.7,6.1
0,800,2.0,1.0,30.21
0,800,3.0,1.5,27.19
0,800,4.0,2.0,22.08
0,800,2.3,0.8,18.75
0,800,3.4,1.1,15.46
0,800,4.5,1.5,12.67
0,800,2.4,0.6,14.1
0,800,3.6,0.9,11.46
0,800,4.8,1.2,11.1
0,800,2.6,0.4,6.55
0,800,3.9,0.6,6.83
0,800,5.1,0.9,5.7
0,775,5.7,2.8,32.16
0,775,8.5,4.3,30.46
0,775,11.3,5.7,30.61
0,775,6.4,2.1,19.93
0,775,9.6,3.2,18.22
0,775,12.8,4.3,18.09
0,775,6.8,1.7,12.27
0,775,10.2,2.6,10.12
0,775,13.6,3.4,10.2
0,775,7.3,1.2,11.18
0,775,10.9,1.8,10.73
0,775,14.6,2.4,9.06
0,775,4.0,2.0,31.53
0,775,6.0,3.0,27.87
0,775,8.0,4.0,28.69
0,775,4.5,1.5,19.73
0,775,6.8,2.3,16.6
0,775,9.0,3.0,15.72
0,775,4.8,1.2,12.02
0,775,7.2,1.8,8.87
0,775,9.6,2.4,11.79
0,775,5.1,0.9,9.3
0,775,7.7,1.3,8.28
0,775,10.3,1.7,7.56
0,775,2.0,1.0,21.64
0,775,3.0,1.5,17.35
0,775,4.0,2.0,12.6
0,775,2.3,0.8,14.37
0,775,3.4,1.1,10.79
0,775,4.5,1.5,8.33
0,775,2.4,0.6,11.31
0,775,3.6,0.9,9.19
0,775,4.8,1.2,6.5
0,775,2.6,0.4,8.66
0,775,3.9,0.6,3.25
0,775,5.1,0.9,4.89
0,750,5.7,2.8,29.98
0,750,8.5,4.3,31.95
0,750,11.3,5.7,28.79
0,750,6.4,2.1,20.53
0,750,9.6,3.2,14.31
0,750,12.8,4.3,13.57
0,750,6.8,1.7,11.98
0,750,10.2,2.6,7.89
0,750,13.6,3.4,12.0
0,750,7.3,1.2,10.13
0,750,10.9,1.8,7.93
0,750,14.6,2.4,6.6
0,750,4.0,2.0,26.67
0,750,6.0,3.0,22.15
0,750,8.0,4.0,20.73
0,750,4.5,1.5,16.65
0,750,6.8,2.3,13.73
0,750,9.0,3.0,13.74
0,750,4.8,1.2,12.85
0,750,7.2,1.8,10.2
0,750,9.6,2.4,9.81
0,750,5.1,0.9,11.94
0,750,7.7,1.3,6.44
0,750,10.3,1.7,11.19
0,750,2.0,1.0,34.03
0,750,3.0,1.5,34.62
0,750,4.0,2.0,34.52
0,750,2.3,0.8,24.96
0,750,3.4,1.1,24.33
0,750,4.5,1.5,19.6
0,750,2.4,0.6,15.07
0,750,3.6,0.9,11.88
0,750,4.8,1.2,9.96
0,750,2.6,0.4,6.07
0,750,3.9,0.6,3.01
0,750,5.1,0.9,2.86
0,700,5.7,2.8,20.73
0,700,8.5,4.3,14.42
0,700,11.3,5.7,9.86
0,700,6.4,2.1,11.34
0,700,9.6,3.2,8.99
0,700,12.8,4.3,5.97
0,700,6.8,1.7,7.72
0,700,10.2,2.6,3.12
0,700,13.6,3.4,3.51
0,700,7.3,1.2,4.94
0,700,10.9,1.8,5.11
0,700,14.6,2.4,4.75
0,700,4.0,2.0,12.35
0,700,6.0,3.0,7.67
0,700,8.0,4.0,5.2
0,700,4.5,1.5,5.41
0,700,6.8,2.3,3.64
0,700,9.0,3.0,2.4
0,700,4.8,1.2,3.76
0,700,7.2,1.8,1.53
0,700,9.6,2.4,1.99
0,700,5.1,0.9,2.21
0,700,7.7,1.3,2.52
0,700,10.3,1.7,3.59
0,700,2.0,1.0,3.01
0,700,3.0,1.5,1.89
0,700,4.0,2.0,0.54
0,700,2.3,0.8,2.26
0,700,3.4,1.1,2.07
0,700,4.5,1.5,0.52
0,700,2.4,0.6,2.15
0,700,3.6,0.9,2.7
0,700,4.8,1.2,2.86
0,700,2.6,0.4,1.06
0,700,3.9,0.6,0.41
0,700,5.1,0.9,0.53
0,900,5.7,2.8,28.25
0,900,8.5,4.3,28.49
0,900,11.3,5.7,30.29
0,900,6.4,2.1,17.8
0,900,9.6,3.2,17.72
0,900,12.8,4.3,17.91
0,900,6.8,1.7,11.99
0,900,10.2,2.6,11.81
0,900,13.6,3.4,13.06
0,900,7.3,1.2,13.5
0,900,10.9,1.8,14.62
0,900,14.6,2.4,14.88
0,900,4.0,2.0,30.5
0,900,6.0,3.0,31.47
0,900,8.0,4.0,31.6
0,900,4.5,1.5,20.86
0,900,6.8,2.3,20.93
0,900,9.0,3.0,22.38
0,900,4.8,1.2,15.28
0,900,7.2,1.8,14.47
0,900,9.6,2.4,16.83
0,900,5.1,0.9,10.37
0,900,7.7,1.3,13.04
0,900,10.3,1.7,14.09
0,900,2.0,1.0,33.06
0,900,3.0,1.5,35.78
0,900,4.0,2.0,35.44
0,900,2.3,0.8,22.34
0,900,3.4,1.1,23.0
0,900,4.5,1.5,24.55
0,900,2.4,0.6,18.56
0,900,3.6,0.9,17.35
0,900,4.8,1.2,18.44
0,900,2.6,0.4,12.67
0,900,3.9,0.6,12.55
0,900,5.1,0.9,12.82
0,850,5.7,2.8,29.39
0,850,8.5,4.3,29.39
0,850,11.3,5.7,31.29
0,850,6.4,2.1,20.36
0,850,9.6,3.2,19.04
0,850,12.8,4.3,17.75
0,850,6.8,1.7,13.14
0,850,10.2,2.6,10.54
0,850,13.6,3.4,12.17
0,850,7.3,1.2,8.97
0,850,10.9,1.8,13.44
0,850,14.6,2.4,12.77
0,850,4.0,2.0,29.94
0,850,6.0,3.0,32.19
0,850,8.0,4.0,33.11
0,850,4.5,1.5,21.19
0,850,6.8,2.3,21.12
0,850,9.0,3.0,21.82
0,850,4.8,1.2,16.23
0,850,7.2,1.8,16.38
0,850,9.6,2.4,16.5
0,850,5.1,0.9,9.64
0,850,7.7,1.3,10.63
0,850,10.3,1.7,8.58
0,850,2.0,1.0,32.58
0,850,3.0,1.5,32.56
0,850,4.0,2.0,31.55
0,850,2.3,0.8,20.89
0,850,3.4,1.1,21.49
0,850,4.5,1.5,21.18
0,850,2.4,0.6,16.76
0,850,3.6,0.9,16.91
0,850,4.8,1.2,18.51
0,850,2.6,0.4,11.4
0,850,3.9,0.6,12.23
0,850,5.1,0.9,11.68
0,800,5.7,2.8,30.23
0,800,8.5,4.3,30.57
0,800,11.3,5.7,31.19
0,800,6.4,2.1,20.42
0,800,9.6,3.2,19.39
0,800,12.8,4.3,21.79
0,800,6.8,1.7,15.34
0,800,10.2,2.6,17.03
0,800,13.6,3.4,16.23
0,800,7.3,1.2,11.67
0,800,10.9,1.8,11.59
0,800,14.6,2.4,10.06
0,800,4.0,2.0,29.64
0,800,6.0,3.0,31.22
0,800,8.0,4.0,33.43
0,800,4.5,1.5,22.3
0,800,6.8,2.3,22.44
0,800,9.0,3.0,20.26
0,800,4.8,1.2,14.82
0,800,7.2,1.8,16.05
0,800,9.6,2.4,13.03
0,800,5.1,0.9,9.81
0,800,7.7,1.3,8.01
0,800,10.3,1.7,7.95
0,800,2.0,1.0,30.67
0,800,3.0,1.5,30.12
0,800,4.0,2.0,25.52
0,800,2.3,0.8,21.19
0,800,3.4,1.1,18.07
0,800,4.5,1.5,14.73
0,800,2.4,0.6,15.94
0,800,3.6,0.9,15.08
0,800,4.8,1.2,12.72
0,800,2.6,0.4,10.18
0,800,3.9,0.6,11.04
0,800,5.1,0.9,10.79
0,775,5.7,2.8,30.34
0,775,8.5,4.3,33.09
0,775,11.3,5.7,32.67
0,775,6.4,2.1,20.4
0,775,9.6,3.2,22.52
0,775,12.8,4.3,20.98
0,775,6.8,1.7,17.67
0,775,10.2,2.6,18.55
0,775,13.6,3.4,14.34
0,775,7.3,1.2,12.44
0,775,10.9,1.8,10.8
0,775,14.6,2.4,8.93
0,775,4.0,2.0,29.38
0,775,6.0,3.0,29.63
0,775,8.0,4.0,28.3
0,775,4.5,1.5,20.93
0,775,6.8,2.3,18.35
0,775,9.0,3.0,16.02
0,775,4.8,1.2,15.23
0,775,7.2,1.8,12.28
0,775,9.6,2.4,12.2
0,775,5.1,0.9,9.38
0,775,7.7,1.3,8.23
0,775,10.3,1.7,6.33
0,775,2.0,1.0,27.28
0,775,3.0,1.5,22.57
0,775,4.0,2.0,18.29
0,775,2.3,0.8,15.66
0,775,3.4,1.1,13.48
0,775,4.5,1.5,10.09
0,775,2.4,0.6,13.06
0,775,3.6,0.9,10.02
0,775,4.8,1.2,9.78
0,775,2.6,0.4,9.91
0,775,3.9,0.6,8.34
0,775,5.1,0.9,6.81
0,750,5.7,2.8,29.56
0,750,8.5,4.3,30.16
0,750,11.3,5.7,30.5
0,750,6.4,2.1,22.43
0,750,9.6,3.2,18.45
0,750,12.8,4.3,14.33
0,750,6.8,1.7,17.2
0,750,10.2,2.6,8.93
0,750,13.6,3.4,10.01
0,750,7.3,1.2,11.64
0,750,10.9,1.8,4.96
0,750,14.6,2.4,5.75
0,750,4.0,2.0,28.87
0,750,6.0,3.0,26.2
0,750,8.0,4.0,25.39
0,750,4.5,1.5,20.16
0,750,6.8,2.3,18.15
0,750,9.0,3.0,17.84
0,750,4.8,1.2,16.86
0,750,7.2,1.8,14.35
0,750,9.6,2.4,14.83
0,750,5.1,0.9,10.11
0,750,7.7,1.3,8.99
0,750,10.3,1.7,10.06
0,750,2.0,1.0,31.58
0,750,3.0,1.5,33.28
0,750,4.0,2.0,32.04
0,750,2.3,0.8,21.46
0,750,3.4,1.1,22.41
0,750,4.5,1.5,21.04
0,750,2.4,0.6,17.02
0,750,3.6,0.9,14.56
0,750,4.8,1.2,13.52
0,750,2.6,0.4,8.76
0,750,3.9,0.6,7.25
0,750,5.1,0.9,6.06
0,700,5.7,2.8,28.95
0,700,8.5,4.3,24.9
0,700,11.3,5.7,19.09
0,700,6.4,2.1,18.23
0,700,9.6,3.2,9.25
0,700,12.8,4.3,7.08
0,700,6.8,1.7,8.5
0,700,10.2,2.6,6.64
0,700,13.6,3.4,4.66
0,700,7.3,1.2,5.78
0,700,10.9,1.8,2.24
0,700,14.6,2.4,3.2
0,700,4.0,2.0,18.76
0,700,6.0,3.0,10.27
0,700,8.0,4.0,7.41
0,700,4.5,1.5,8.8
0,700,6.8,2.3,3.62
0,700,9.0,3.0,2.92
0,700,4.8,1.2,5.43
0,700,7.2,1.8,3.44
0,700,9.6,2.4,3.36
0,700,5.1,0.9,4.63
0,700,7.7,1.3,2.81
0,700,10.3,1.7,1.8
0,700,2.0,1.0,7.77
0,700,3.0,1.5,4.81
0,700,4.0,2.0,2.29
0,700,2.3,0.8,4.08
0,700,3.4,1.1,3.03
0,700,4.5,1.5,3.79
0,700,2.4,0.6,4.28
0,700,3.6,0.9,5.65
0,700,4.8,1.2,2.68
0,700,2.6,0.4,3.97
0,700,3.9,0.6,4.44
0,700,5.1,0.9,2.89
0,900,5.7,2.8,32.44
0,900,8.5,4.3,32.58
0,900,11.3,5.7,33.94
0,900,6.4,2.1,20.83
0,900,9.6,3.2,21.59
0,900,12.8,4.3,19.45
0,900,6.8,1.7,14.96
0,900,10.2,2.6,15.66
0,900,13.6,3.4,15.66
0,900,7.3,1.2,16.65
0,900,10.9,1.8,16.94
0,900,14.6,2.4,16.29
0,900,4.0,2.0,35.26
0,900,6.0,3.0,34.77
0,900,8.0,4.0,35.07
0,900,4.5,1.5,24.28
0,900,6.8,2.3,23.6
0,900,9.0,3.0,24.79
0,900,4.8,1.2,17.51
0,900,7.2,1.8,17.72
0,900,9.6,2.4,18.44
0,900,5.1,0.9,11.14
0,900,7.7,1.3,10.78
0,900,10.3,1.7,12.03
0,900,2.0,1.0,40.87
0,900,3.0,1.5,42.58
0,900,4.0,2.0,41.72
0,900,2.3,0.8,28.83
0,900,3.4,1.1,28.25
0,900,4.5,1.5,29.1
0,900,2.4,0.6,24.34
0,900,3.6,0.9,22.63
0,900,4.8,1.2,20.85
0,900,2.6,0.4,15.06
0,900,3.9,0.6,14.48
0,900,5.1,0.9,13.88
0,850,5.7,2.8,32.75
0,850,8.5,4.3,33.47
0,850,11.3,5.7,33.69
0,850,6.4,2.1,21.76
0,850,9.6,3.2,21.13
0,850,12.8,4.3,23.09
0,850,6.8,1.7,17.44
0,850,10.2,2.6,16.34
0,850,13.6,3.4,16.79
0,850,7.3,1.2,13.81
0,850,10.9,1.8,10.47
0,850,14.6,2.4,12.59
0,850,4.0,2.0,34.8
0,850,6.0,3.0,34.68
0,850,8.0,4.0,34.78
0,850,4.5,1.5,25.0
0,850,6.8,2.3,23.05
0,850,9.0,3.0,24.62
0,850,4.8,1.2,17.26
0,850,7.2,1.8,16.65
0,850,9.6,2.4,19.37
0,850,5.1,0.9,12.13
0,850,7.7,1.3,9.07
0,850,10.3,1.7,9.53
0,850,2.0,1.0,38.2
0,850,3.0,1.5,38.39
0,850,4.0,2.0,36.27
0,850,2.3,0.8,25.98
0,850,3.4,1.1,24.46
0,850,4.5,1.5,22.58
0,850,2.4,0.6,20.39
0,850,3.6,0.9,18.23
0,850,4.8,1.2,17.98
0,850,2.6,0.4,12.97
0,850,3.9,0.6,12.22
0,850,5.1,0.9,11.89
0,800,5.7,2.8,32.95
0,800,8.5,4.3,34.64
0,800,11.3,5.7,34.46
0,800,6.4,2.1,24.34
0,800,9.6,3.2,23.05
0,800,12.8,4.3,21.0
0,800,6.8,1.7,18.45
0,800,10.2,2.6,16.26
0,800,13.6,3.4,11.35
0,800,7.3,1.2,11.84
0,800,10.9,1.8,11.84
0,800,14.6,2.4,7.57
0,800,4.0,2.0,33.46
0,800,6.0,3.0,32.23
0,800,8.0,4.0,30.49
0,800,4.5,1.5,22.07
0,800,6.8,2.3,19.3
0,800,9.0,3.0,16.72
0,800,4.8,1.2,15.18
0,800,7.2,1.8,12.68
0,800,9.6,2.4,9.87
0,800,5.1,0.9,9.47
0,800,7.7,1.3,6.33
0,800,10.3,1.7,4.51
0,800,2.0,1.0,24.01
0,800,3.0,1.5,19.29
0,800,4.0,2.0,14.99
0,800,2.3,0.8,14.68
0,800,3.4,1.1,11.87
0,800,4.5,1.5,8.3
0,800,2.4,0.6,13.11
0,800,3.6,0.9,8.9
0,800,4.8,1.2,7.93
0,800,2.6,0.4,7.84
0,800,3.9,0.6,5.87
0,800,5.1,0.9,5.43
0,775,5.7,2.8,32.15
0,775,8.5,4.3,31.57
0,775,11.3,5.7,28.2
0,775,6.4,2.1,22.29
0,775,9.6,3.2,16.1
0,775,12.8,4.3,15.7
0,775,6.8,1.7,15.63
0,775,10.2,2.6,11.57
0,775,13.6,3.4,8.07
0,775,7.3,1.2,10.06
0,775,10.9,1.8,5.28
0,775,14.6,2.4,4.37
0,775,4.0,2.0,29.15
0,775,6.0,3.0,23.78
0,775,8.0,4.0,18.34
0,775,4.5,1.5,17.33
0,775,6.8,2.3,11.51
0,775,9.0,3.0,9.61
0,775,4.8,1.2,12.06
0,775,7.2,1.8,7.39
0,775,9.6,2.4,7.58
0,775,5.1,0.9,5.04
0,775,7.7,1.3,2.88
0,775,10.3,1.7,2.73
0,775,2.0,1.0,14.18
0,775,3.0,1.5,11.75
0,775,4.0,2.0,8.24
0,775,2.3,0.8,8.33
0,775,3.4,1.1,6.46
0,775,4.5,1.5,5.87
0,775,2.4,0.6,7.05
0,775,3.6,0.9,4.86
0,775,4.8,1.2,3.56
0,775,2.6,0.4,5.24
0,775,3.9,0.6,3.13
0,775,5.1,0.9,2.62
0,750,5.7,2.8,30.8
0,750,8.5,4.3,26.72
0,750,11.3,5.7,21.71
0,750,6.4,2.1,16.75
0,750,9.6,3.2,11.69
0,750,12.8,4.3,10.24
0,750,6.8,1.7,8.58
0,750,10.2,2.6,5.2
0,750,13.6,3.4,6.34
0,750,7.3,1.2,5.32
0,750,10.9,1.8,4.95
0,750,14.6,2.4,4.62
0,750,4.0,2.0,19.48
0,750,6.0,3.0,13.76
0,750,8.0,4.0,11.6
0,750,4.5,1.5,14.19
0,750,6.8,2.3,8.94
0,750,9.0,3.0,8.61
0,750,4.8,1.2,12.94
0,750,7.2,1.8,8.87
0,750,9.6,2.4,8.67
0,750,5.1,0.9,9.13
0,750,7.7,1.3,6.88
0,750,10.3,1.7,6.71
0,750,2.0,1.0,34.65
0,750,3.0,1.5,34.39
0,750,4.0,2.0,32.92
0,750,2.3,0.8,24.71
0,750,3.4,1.1,22.49
0,750,4.5,1.5,18.65
0,750,2.4,0.6,13.91
0,750,3.6,0.9,10.03
0,750,4.8,1.2,7.84
0,750,2.6,0.4,5.32
0,750,3.9,0.6,3.44
0,750,5.1,0.9,1.28
0,700,5.7,2.8,13.26
0,700,8.5,4.3,9.68
0,700,11.3,5.7,6.07
0,700,6.4,2.1,5.65
0,700,9.6,3.2,3.13
0,700,12.8,4.3,2.91
0,700,6.8,1.7,2.66
0,700,10.2,2.6,2.88
0,700,13.6,3.4,1.14
0,700,7.3,1.2,2.87
0,700,10.9,1.8,2.14
0,700,14.6,2.4,1.54
0,700,4.0,2.0,3.9
0,700,6.0,3.0,4.17
0,700,8.0,4.0,2.79
0,700,4.5,1.5,2.68
0,700,6.8,2.3,2.19
0,700,9.0,3.0,1.1
0,700,4.8,1.2,1.7
0,700,7.2,1.8,1.72
0,700,9.6,2.4,1.98
0,700,5.1,0.9,1.89
0,700,7.7,1.3,2.77
0,700,10.3,1.7,2.64
0,700,2.0,1.0,0.68
0,700,3.0,1.5,2.72
0,700,4.0,2.0,1.93
0,700,2.3,0.8,1.57
0,700,3.4,1.1,0.41
0,700,4.5,1.5,1.09
0,700,2.4,0.6,1.02
0,700,3.6,0.9,2.11
0,700,4.8,1.2,2.58
0,700,2.6,0.4,0.39
0,700,3.9,0.6,1.62
0,700,5.1,0.9,1.08
0,900,5.7,2.8,27.42
0,900,8.5,4.3,29.37
0,900,11.3,5.7,27.92
0,900,6.4,2.1,18.67
0,900,9.6,3.2,13.91
0,900,12.8,4.3,16.83
0,900,6.8,1.7,11.81
0,900,10.2,2.6,23.78
0,900,13.6,3.4,11.19
0,900,7.3,1.2,17.79
0,900,10.9,1.8,17.14
0,900,14.6,2.4,16.9
0,900,4.0,2.0,31.86
0,900,6.0,3.0,33.33
0,900,8.0,4.0,33.85
0,900,4.5,1.5,21.68
0,900,6.8,2.3,23.09
0,900,9.0,3.0,23.31
0,900,4.8,1.2,16.99
0,900,7.2,1.8,18.74
0,900,9.6,2.4,18.04
0,900,5.1,0.9,10.64
0,900,7.7,1.3,9.24
0,900,10.3,1.7,10.44
0,900,2.0,1.0,38.88
0,900,3.0,1.5,40.67
0,900,4.0,2.0,40.07
0,900,2.3,0.8,26.73
0,900,3.4,1.1,26.99
0,900,4.5,1.5,27.41
0,900,2.4,0.6,20.94
0,900,3.6,0.9,20.92
0,900,4.8,1.2,19.92
0,900,2.6,0.4,13.59
0,900,3.9,0.6,12.71
0,900,5.1,0.9,13.35
